CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,restaurant_name,thai_boolean
50107105,FALLSBURGH BAGELS,Brooklyn,4602,16 AVENUE,11204,+1-718-853-3323,Other,2021/07/30,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,59.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63262327,-73.98386664,312.0,44.0,23400.0,3128591.0,3054367504.0,BK88,Fallsburgh Bagels,False
50060864,SAPPORO ICHIBAN,Brooklyn,622,MANHATTAN AVENUE,11222,+1-718-389-9697,Japanese,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72346034,-73.95060291,301.0,33.0,56900.0,3066767.0,3026800053.0,BK76,Sapporo Ichiban,False
50085645,BROOKLYN TEA,Brooklyn,524,NOSTRAND AVENUE,11216,+1-770-891-7032,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.6808254,-73.94967197,303.0,36.0,24500.0,3053218.0,3018480017.0,BK75,Brooklyn Tea,False
50104136,FLATBUSH  BAGEL,Brooklyn,557,FLATBUSH AVENUE,11225,+1-516-491-5588,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,30.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66025483,-73.96061219,309.0,40.0,79801.0,3114677.0,3050280001.0,BK60,Flatbush  Bagel,False
50107843,CATERINA PIZZA,Brooklyn,3035,FULTON STREET,11208,+1-718-277-2571,Pizza,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68056509,-73.88270536,305.0,37.0,116800.0,3087718.0,3039430020.0,BK82,Caterina Pizza,False
40705438,EMILIA'S RESTAURANT,Bronx,2331,ARTHUR AVENUE,10458,+1-718-367-5915,Italian,2021/07/30,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85412495,-73.88880362,206.0,15.0,39100.0,2011903.0,2030650067.0,BX06,Emilia'S Restaurant,False
50107843,CATERINA PIZZA,Brooklyn,3035,FULTON STREET,11208,+1-718-277-2571,Pizza,2021/07/30,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,30.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68056509,-73.88270536,305.0,37.0,116800.0,3087718.0,3039430020.0,BK82,Caterina Pizza,False
41368569,TITA'S DONUTS AND COFFEE SHOP,Bronx,1930,GRAND CONCOURSE,10457,+1-718-901-8425,Bakery Products/Desserts,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85009961,-73.90545937,205.0,15.0,23502.0,2007721.0,2028100001.0,BX41,Tita'S Donuts And Coffee Shop,False
41397316,LEE'S TAVERN,Staten Island,60,HANCOCK STREET,10305,+1-718-667-9749,American,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502.0,50.0,9602.0,5049387.0,5033420026.0,SI36,Lee'S Tavern,False
40398138,PADDY QUINNS,Queens,42-07,162 STREET,11358,+1-718-359-9820,American,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75997094,-73.80402821,407.0,20.0,118500.0,4121766.0,4053930116.0,QN52,Paddy Quinns,False
41682323,DUNKIN,Brooklyn,4912,FORT HAMILTON PARKWAY,11219,+1-347-492-4294,Donuts,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.63825942,-73.99783453,312.0,44.0,11400.0,3137606.0,3056390014.0,BK88,Dunkin,False
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,+1-646-657-5295,American,2021/07/30,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,73.0,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101.0,1.0,900.0,1000836.0,1000290022.0,MN25,Garden City Deli,False
50108809,ZUCKER'S BAGELS FULLTON ST.,Manhattan,125,FULTON STREET,10038,+1-212-661-1080,Other,2021/07/30,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.71002961,-74.00735829,101.0,1.0,1501.0,1079214.0,1000910011.0,MN25,Zucker'S Bagels Fullton St.,False
41641278,OLD COUNTRY BAGEL,Queens,16226,CROSS BAY BLVD,11414,+1-718-845-9211,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,42.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.65357404,-73.83850377,410.0,32.0,89200.0,4294195.0,4140660013.0,QN57,Old Country Bagel,False
50108656,CYPRESS CAFE LLC,Queens,1702,STANHOPE STREET,11385,+1-929-397-0406,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.70580182,-73.91531293,405.0,34.0,54500.0,4081837.0,4034290001.0,QN20,Cypress Cafe Llc,False
50111450,CASTLE CHICKEN,Bronx,5987A,BROADWAY,10471,+1-917-856-2047,Chicken,2021/07/30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,41.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.88993027,-73.89805316,208.0,11.0,28500.0,2084208.0,2058011033.0,BX29,Castle Chicken,False
41397316,LEE'S TAVERN,Staten Island,60,HANCOCK STREET,10305,+1-718-667-9749,American,2021/07/30,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,14.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502.0,50.0,9602.0,5049387.0,5033420026.0,SI36,Lee'S Tavern,False
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,+1-718-444-3838,Sandwiches,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318.0,46.0,70000.0,3237693.0,3084310041.0,BK45,Wilken'S Fine Food,False
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,+1-646-657-5295,American,2021/07/30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,73.0,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101.0,1.0,900.0,1000836.0,1000290022.0,MN25,Garden City Deli,False
41641278,OLD COUNTRY BAGEL,Queens,16226,CROSS BAY BLVD,11414,+1-718-845-9211,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,42.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.65357404,-73.83850377,410.0,32.0,89200.0,4294195.0,4140660013.0,QN57,Old Country Bagel,False
41623532,MILLENIUM HILTON,Manhattan,55,CHURCH STREET,10007,+1-212-693-2001,American,2021/07/30,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,8.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.71144567,-74.01050382,101.0,1.0,1300.0,1075702.0,1000800004.0,MN25,Millenium Hilton,False
40398138,PADDY QUINNS,Queens,42-07,162 STREET,11358,+1-718-359-9820,American,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75997094,-73.80402821,407.0,20.0,118500.0,4121766.0,4053930116.0,QN52,Paddy Quinns,False
41130819,TARALLUCCI E VINO,Manhattan,15,EAST   18 STREET,10003,+1-212-228-5400,Italian,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.73811119,-73.99085599,105.0,2.0,5200.0,1080753.0,1008470016.0,MN13,Tarallucci E Vino,False
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,+1-347-861-7671,American,2021/07/30,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,69.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501.0,49.0,1100.0,5000296.0,5000180074.0,SI22,Royal Coffee Shop,False
40699339,NICK GARDEN COFFEE SHOP,Bronx,2953,WEBSTER AVENUE,10458,+1-718-365-2277,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,31.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.86759042,-73.88308647,207.0,11.0,41500.0,2016446.0,2032800061.0,BX05,Nick Garden Coffee Shop,False
40548768,MCDONALD'S,Manhattan,4259,BROADWAY,10033,+1-917-521-0827,Hamburgers,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.85007394,-73.93585843,112.0,10.0,26500.0,1064280.0,1021760133.0,MN36,Mcdonald'S,False
50085809,OXIDO,Manhattan,1450,BROADWAY,10018,+1-551-206-8450,Mexican,2021/07/30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7549197,-73.9866595,105.0,4.0,11300.0,1022568.0,1009930047.0,MN17,Oxido,False
40863010,WASHINGTON SQUARE DINER,Manhattan,150,WEST    4 STREET,10012,+1-212-533-9306,American,2021/07/30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7315104,-74.00059174,102.0,1.0,6500.0,1008752.0,1005430042.0,MN23,Washington Square Diner,False
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,+1-718-444-3838,Sandwiches,2021/07/30,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,20.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318.0,46.0,70000.0,3237693.0,3084310041.0,BK45,Wilken'S Fine Food,False
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,+1-347-861-7671,American,2021/07/30,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,69.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501.0,49.0,1100.0,5000296.0,5000180074.0,SI22,Royal Coffee Shop,False
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,+1-347-861-7671,American,2021/07/30,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,69.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501.0,49.0,1100.0,5000296.0,5000180074.0,SI22,Royal Coffee Shop,False
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,+1-718-376-0174,Pizza,2021/07/30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,45.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315.0,47.0,38600.0,3194400.0,3071730042.0,BK26,Knapp St Pizza Ii,False
50001699,ASTORIA TAVERN,Queens,33-16,23 AVENUE,11105,+1-347-813-4954,Irish,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.77350144,-73.91167382,401.0,22.0,11700.0,4017109.0,4008340034.0,QN72,Astoria Tavern,False
40699339,NICK GARDEN COFFEE SHOP,Bronx,2953,WEBSTER AVENUE,10458,+1-718-365-2277,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,31.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.86759042,-73.88308647,207.0,11.0,41500.0,2016446.0,2032800061.0,BX05,Nick Garden Coffee Shop,False
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,+1-718-376-0174,Pizza,2021/07/30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,45.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315.0,47.0,38600.0,3194400.0,3071730042.0,BK26,Knapp St Pizza Ii,False
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,+1-718-444-3838,Sandwiches,2021/07/30,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,20.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318.0,46.0,70000.0,3237693.0,3084310041.0,BK45,Wilken'S Fine Food,False
50111220,EL CHARRO BAKERY II,Brooklyn,3379,FULTON STREET,11208,+1-917-676-4185,Bakery Products/Desserts,2021/07/30,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,67.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68402453,-73.87088732,305.0,37.0,118400.0,3092391.0,3041320165.0,BK83,El Charro Bakery Ii,False
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,+1-718-376-0174,Pizza,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,45.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315.0,47.0,38600.0,3194400.0,3071730042.0,BK26,Knapp St Pizza Ii,False
41178124,CAFE 57,Manhattan,300,WEST   57 STREET,10019,+1-212-649-2729,American,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.76643902,-73.98332508,104.0,3.0,13900.0,1025451.0,1010477502.0,MN15,Cafe 57,False
50055215,FRANKLIN 820,Brooklyn,820,FRANKLIN AVENUE,11225,+1-718-708-4113,American,2021/07/30,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,23.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.66987445,-73.95826695,309.0,35.0,21300.0,3029675.0,3011850046.0,BK63,Franklin 820,False
41172734,JUNIOR'S RESTAURANT,Manhattan,1515,BROADWAY,10036,+1-212-302-2000,American,2021/07/30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75762868,-73.98580348,105.0,3.0,11900.0,1024714.0,1010160036.0,MN17,Junior'S Restaurant,False
41069770,PASTICCERIA BRUNO OF GREENWICH VILLAGE,Staten Island,1650,HYLAN BOULEVARD,10305,+1-718-987-5859,Bakery Products/Desserts,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.58833446,-74.0904854,502.0,50.0,7000.0,5049951.0,5033760033.0,SI36,Pasticceria Bruno Of Greenwich Village,False
50104790,EL CHANGARRITO,Brooklyn,602,MARLBOROUGH ROAD,11226,+1-347-771-0235,Spanish,2021/07/30,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63505314,-73.96328248,314.0,40.0,52000.0,3121147.0,3052350008.0,BK42,El Changarrito,False
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,+1-718-336-9200,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61037981,-73.95436054,315.0,48.0,55000.0,3182512.0,3067820009.0,BK44,Highway Bagels,False
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,+1-718-336-9200,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61037981,-73.95436054,315.0,48.0,55000.0,3182512.0,3067820009.0,BK44,Highway Bagels,False
41397316,LEE'S TAVERN,Staten Island,60,HANCOCK STREET,10305,+1-718-667-9749,American,2021/07/30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502.0,50.0,9602.0,5049387.0,5033420026.0,SI36,Lee'S Tavern,False
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,+1-718-497-0722,Hamburgers,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7017391,-73.88083222,405.0,30.0,62900.0,4090455.0,4037080033.0,QN19,Mcdonald'S,False
40863010,WASHINGTON SQUARE DINER,Manhattan,150,WEST    4 STREET,10012,+1-212-533-9306,American,2021/07/30,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7315104,-74.00059174,102.0,1.0,6500.0,1008752.0,1005430042.0,MN23,Washington Square Diner,False
41713587,SWEET LEAF,Queens,4615,CENTER BOULEVARD,11109,+1-347-527-1038,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.74723234,-73.9563777,402.0,26.0,100.0,4541715.0,4000210035.0,QN31,Sweet Leaf,False
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,+1-718-300-2642,Bakery Products/Desserts,2021/07/30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,72.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112.0,10.0,26300.0,1063524.0,1021430013.0,MN36,Zon Bakery & Cafe,False
41637595,"DUNKIN',' BASKIN ROBBINS",Bronx,4115,3 AVENUE,10457,+1-718-294-5344,Donuts,2021/07/30,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84455368,-73.8972483,206.0,15.0,39500.0,2009598.0,2029230037.0,BX01,"Dunkin',' Baskin Robbins",False
40705438,EMILIA'S RESTAURANT,Bronx,2331,ARTHUR AVENUE,10458,+1-718-367-5915,Italian,2021/07/30,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85412495,-73.88880362,206.0,15.0,39100.0,2011903.0,2030650067.0,BX06,Emilia'S Restaurant,False
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,+1-718-300-2642,Bakery Products/Desserts,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,72.0,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112.0,10.0,26300.0,1063524.0,1021430013.0,MN36,Zon Bakery & Cafe,False
50108095,KANSAS CHICKEN & BURGER,Brooklyn,1032,NOSTRAND AVENUE,11225,+1-347-649-5481,American,2021/07/30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66323466,-73.95091441,309.0,40.0,32900.0,3034805.0,3013150042.0,BK60,Kansas Chicken & Burger,False
41525768,THE WEST CAFE,Brooklyn,379,UNION AVENUE,11211,+1-718-599-1704,American,2021/07/30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.71189692,-73.95128244,301.0,34.0,51300.0,3062553.0,3023750024.0,BK73,The West Cafe,False
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,+1-646-657-5295,American,2021/07/30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,73.0,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101.0,1.0,900.0,1000836.0,1000290022.0,MN25,Garden City Deli,False
50107105,FALLSBURGH BAGELS,Brooklyn,4602,16 AVENUE,11204,+1-718-853-3323,Other,2021/07/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,59.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63262327,-73.98386664,312.0,44.0,23400.0,3128591.0,3054367504.0,BK88,Fallsburgh Bagels,False
50059061,POPEYES,Brooklyn,5100,KINGS PLAZA,11234,+1-718-377-3508,Chicken,2021/07/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.60992885,-73.92228162,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,Popeyes,False
41455844,BAKERY DE PARIS,Queens,42-35,162 STREET,11358,+1-718-353-6808,Coffee/Tea,2021/07/30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75966634,-73.80406882,407.0,20.0,118500.0,4537255.0,4053930006.0,QN52,Bakery De Paris,False
40529979,ROMEO'S PIZZERIA,Queens,18808,UNION TURNPIKE,11366,+1-718-454-4223,Pizza,2021/07/30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72924819,-73.78096961,408.0,23.0,127700.0,4156312.0,4072660001.0,QN06,Romeo'S Pizzeria,False
50104136,FLATBUSH  BAGEL,Brooklyn,557,FLATBUSH AVENUE,11225,+1-516-491-5588,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66025483,-73.96061219,309.0,40.0,79801.0,3114677.0,3050280001.0,BK60,Flatbush  Bagel,False
50104136,FLATBUSH  BAGEL,Brooklyn,557,FLATBUSH AVENUE,11225,+1-516-491-5588,Bagels/Pretzels,2021/07/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66025483,-73.96061219,309.0,40.0,79801.0,3114677.0,3050280001.0,BK60,Flatbush  Bagel,False
