CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41662070,THE LITTLE PRINCE,Manhattan,199,PRINCE STREET,10012,2123350566,French,7/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72670154,-74.00275644,102.0,3.0,4900.0,1008081.0,1005187502.0,MN24
41056448,A & C KITCHEN,Manhattan,134-136,AVENUE C,10009,2126778112,Chinese,7/30/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72498127,-73.97818354,103.0,2.0,2602.0,1004527.0,1003780004.0,MN28
41172734,JUNIOR'S RESTAURANT,Manhattan,1515,BROADWAY,10036,2123022000,American,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75762868,-73.98580348,105.0,3.0,11900.0,1024714.0,1010160036.0,MN17
50111522,ARABICA COFFEE,Brooklyn,20,OLD FULTON STREET,11201,7188652551,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.70277802,-73.99415008,302.0,33.0,100.0,3000000.0,3002010005.0,BK09
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61037981,-73.95436054,315.0,48.0,55000.0,3182512.0,3067820009.0,BK44
40366222,KILLARNEY ROSE,Manhattan,80,BEAVER STREET,10005,2124221486,Irish,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70533871,-74.00869226,101.0,1.0,700.0,1000834.0,1000280015.0,MN25
50107792,FORTIS RESTAURANT,Queens,10826,GUY R BREWER BLVD,11433,7182629352,Caribbean,7/30/2021,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Re-inspection,40.69602193,-73.79086656,412.0,28.0,26000.0,4216187.0,4101500048.0,QN01
50060864,SAPPORO ICHIBAN,Brooklyn,622,MANHATTAN AVENUE,11222,7183899697,Japanese,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72346034,-73.95060291,301.0,33.0,56900.0,3066767.0,3026800053.0,BK76
50066911,CAFE WATER,Manhattan,130,WATER STREET,10005,2127851320,American,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70551449,-74.00692858,101.0,1.0,700.0,1000884.0,1000397501.0,MN25
40399672,BAGELS & CREAM CAFE,Queens,8002,SURREY PLACE,11432,7189692640,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72635735,-73.78944689,408.0,24.0,127700.0,4155424.0,4072270036.0,QN06
50068643,RISBO,Brooklyn,701,FLATBUSH AVENUE,11225,3472259115,American,7/30/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.65601117,-73.95994795,309.0,40.0,79601.0,3115795.0,3050480006.0,BK60
50085645,BROOKLYN TEA,Brooklyn,524,NOSTRAND AVENUE,11216,7708917032,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.6808254,-73.94967197,303.0,36.0,24500.0,3053218.0,3018480017.0,BK75
50107792,FORTIS RESTAURANT,Queens,10826,GUY R BREWER BLVD,11433,7182629352,Caribbean,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Re-inspection,40.69602193,-73.79086656,412.0,28.0,26000.0,4216187.0,4101500048.0,QN01
40529979,ROMEO'S PIZZERIA,Queens,18808,UNION TURNPIKE,11366,7184544223,Pizza,7/30/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72924819,-73.78096961,408.0,23.0,127700.0,4156312.0,4072660001.0,QN06
50108656,CYPRESS CAFE LLC,Queens,1702,STANHOPE STREET,11385,9293970406,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.70580182,-73.91531293,405.0,34.0,54500.0,4081837.0,4034290001.0,QN20
41682323,DUNKIN,Brooklyn,4912,FORT HAMILTON PARKWAY,11219,3474924294,Donuts,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.63825942,-73.99783453,312.0,44.0,11400.0,3137606.0,3056390014.0,BK88
41682323,DUNKIN,Brooklyn,4912,FORT HAMILTON PARKWAY,11219,3474924294,Donuts,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.63825942,-73.99783453,312.0,44.0,11400.0,3137606.0,3056390014.0,BK88
41682323,DUNKIN,Brooklyn,4912,FORT HAMILTON PARKWAY,11219,3474924294,Donuts,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.63825942,-73.99783453,312.0,44.0,11400.0,3137606.0,3056390014.0,BK88
40692741,DELIGHT DONUT,Queens,6691,FRESH POND ROAD,11385,7186284708,American,7/30/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70620385,-73.8967843,405.0,30.0,61301.0,4438878.0,4036190005.0,QN20
40396496,MR. PHIL'S PIZZA,Brooklyn,7212,NEW UTRECHT AVENUE,11228,7182344106,Pizza,7/30/2021,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61804137,-73.99931922,311.0,43.0,19000.0,3158365.0,3061910040.0,BK28
40863010,WASHINGTON SQUARE DINER,Manhattan,150,WEST    4 STREET,10012,2125339306,American,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7315104,-74.00059174,102.0,1.0,6500.0,1008752.0,1005430042.0,MN23
50060971,KATCH,Queens,3119,NEWTOWN AVE,11102,9143200307,American,7/30/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.76743108,-73.92062418,401.0,22.0,7100.0,4539970.0,4006190014.0,QN71
50066911,CAFE WATER,Manhattan,130,WATER STREET,10005,2127851320,American,7/30/2021,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70551449,-74.00692858,101.0,1.0,700.0,1000884.0,1000397501.0,MN25
40397723,WHITE CASTLE,Staten Island,2221,HYLAN BOULEVARD,10306,7189802840,Hamburgers,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.57630363,-74.10389973,502.0,50.0,12200.0,5136038.0,5036140001.0,SI45
50066911,CAFE WATER,Manhattan,130,WATER STREET,10005,2127851320,American,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70551449,-74.00692858,101.0,1.0,700.0,1000884.0,1000397501.0,MN25
50106274,BURGER IM,Brooklyn,531,MYRTLE AVENUE,11205,7186736066,Hamburgers,7/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.69370633,-73.96336185,302.0,35.0,19100.0,3424339.0,3018937504.0,BK69
41525768,THE WEST CAFE,Brooklyn,379,UNION AVENUE,11211,7185991704,American,7/30/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.71189692,-73.95128244,301.0,34.0,51300.0,3062553.0,3023750024.0,BK73
40399672,BAGELS & CREAM CAFE,Queens,8002,SURREY PLACE,11432,7189692640,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72635735,-73.78944689,408.0,24.0,127700.0,4155424.0,4072270036.0,QN06
50019227,THAI HOLIC,Brooklyn,372,MYRTLE AVENUE,11205,7182229992,Thai,1/16/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4.0,A,1/16/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.69317337,-73.97132799,302.0,35.0,18300.0,3058368.0,3020740026.0,BK68
50019227,THAI HOLIC,Brooklyn,372,MYRTLE AVENUE,11205,7182229992,Thai,1/16/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,1/16/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.69317337,-73.97132799,302.0,35.0,18300.0,3058368.0,3020740026.0,BK68
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,2122804575,Thai,1/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,6467264548,Thai,1/23/2020,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,7187771502,Thai,1/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401.0,22.0,15100.0,4013384.0,4007290046.0,QN70
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,7187771502,Thai,1/27/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401.0,22.0,15100.0,4013384.0,4007290046.0,QN70
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2/3/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104.0,3.0,12700.0,1026607.0,1010580035.0,MN15
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,2125815999,Thai,2/3/2020,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10.0,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104.0,3.0,12700.0,1026607.0,1010580035.0,MN15
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,7182811900,Thai,2/3/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411.0,20.0,145102.0,4127142.0,4056200001.0,QN46
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,2125332046,Thai,2/3/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106.0,2.0,4800.0,1020403.0,1009210024.0,MN21
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,2125332046,Thai,2/3/2020,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106.0,2.0,4800.0,1020403.0,1009210024.0,MN21
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,7182811900,Thai,2/3/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411.0,20.0,145102.0,4127142.0,4056200001.0,QN46
50047323,TANA THAI RESTAURANT,Bronx,1890,EASTCHESTER ROAD,10461,7186841900,Thai,2/5/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7.0,A,2/5/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.85158618,-73.84403242,211.0,13.0,29600.0,2046946.0,2042090015.0,BX49
50047323,TANA THAI RESTAURANT,Bronx,1890,EASTCHESTER ROAD,10461,7186841900,Thai,2/5/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,A,2/5/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.85158618,-73.84403242,211.0,13.0,29600.0,2046946.0,2042090015.0,BX49
50090060,D DEE THAI,Queens,4206,30TH AVE,11103,7186261222,Thai,2/10/2020,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,8.0,A,2/10/2020,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76305335,-73.9132472,401.0,22.0,14900.0,4011927.0,4006960037.0,QN70
50090060,D DEE THAI,Queens,4206,30TH AVE,11103,7186261222,Thai,2/10/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/10/2020,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76305335,-73.9132472,401.0,22.0,14900.0,4011927.0,4006960037.0,QN70
50049262,CHANG NOI THAI,Staten Island,100,STUYVESANT PLACE,10301,7184428424,Thai,2/12/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,2/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.64360481,-74.07742625,501.0,49.0,300.0,5000083.0,5000080046.0,SI22
50011657,THE SABIENG THAI,Manhattan,71,1 AVENUE,10003,2122532742,Thai,2/12/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72543274,-73.98687107,103.0,2.0,3800.0,1006216.0,1004460034.0,MN22
50011657,THE SABIENG THAI,Manhattan,71,1 AVENUE,10003,2122532742,Thai,2/12/2020,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10.0,A,2/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72543274,-73.98687107,103.0,2.0,3800.0,1006216.0,1004460034.0,MN22
50049262,CHANG NOI THAI,Staten Island,100,STUYVESANT PLACE,10301,7184428424,Thai,2/12/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,2/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.64360481,-74.07742625,501.0,49.0,300.0,5000083.0,5000080046.0,SI22
41221266,THAI SON,Queens,4010,74 STREET,11373,7184766805,Southeast Asian,2/13/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.74631635,-73.89133732,404.0,25.0,26500.0,4030459.0,4013050034.0,QN50
41221266,THAI SON,Queens,4010,74 STREET,11373,7184766805,Southeast Asian,2/13/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.74631635,-73.89133732,404.0,25.0,26500.0,4030459.0,4013050034.0,QN50
50063691,THAI TERMINAL,Manhattan,349,EAST   12 STREET,10003,2126140155,Thai,2/13/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73052127,-73.98473406,103.0,2.0,4000.0,1006499.0,1004540046.0,MN22
41221266,THAI SON,Queens,4010,74 STREET,11373,7184766805,Southeast Asian,2/13/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.74631635,-73.89133732,404.0,25.0,26500.0,4030459.0,4013050034.0,QN50
50063691,THAI TERMINAL,Manhattan,349,EAST   12 STREET,10003,2126140155,Thai,2/13/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73052127,-73.98473406,103.0,2.0,4000.0,1006499.0,1004540046.0,MN22
50063691,THAI TERMINAL,Manhattan,349,EAST   12 STREET,10003,2126140155,Thai,2/13/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12.0,A,2/13/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73052127,-73.98473406,103.0,2.0,4000.0,1006499.0,1004540046.0,MN22
50078255,THAI GARDEN,Brooklyn,2851,86 STREET,11223,6462661590,Chinese,2/18/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12.0,A,2/18/2020,8/8/2021,Cycle Inspection / Re-inspection,40.59207073,-73.9774782,315.0,47.0,38600.0,3193322.0,3071440048.0,BK26
50078255,THAI GARDEN,Brooklyn,2851,86 STREET,11223,6462661590,Chinese,2/18/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2/18/2020,8/8/2021,Cycle Inspection / Re-inspection,40.59207073,-73.9774782,315.0,47.0,38600.0,3193322.0,3071440048.0,BK26
50078255,THAI GARDEN,Brooklyn,2851,86 STREET,11223,6462661590,Chinese,2/18/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A,2/18/2020,8/8/2021,Cycle Inspection / Re-inspection,40.59207073,-73.9774782,315.0,47.0,38600.0,3193322.0,3071440048.0,BK26
41710748,"ANAGO SUSHI, ROYAL SIAM THAI",Manhattan,240,8 AVENUE,10011,2127411732,Thai,2/19/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2/19/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.74481152,-73.99881989,104.0,3.0,9100.0,1014103.0,1007720003.0,MN13
41503575,YUMMY THAI,Manhattan,4959,BROADWAY,10034,9175290811,Thai,2/19/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,A,2/19/2020,8/8/2021,Cycle Inspection / Re-inspection,40.86795437,-73.92031572,112.0,10.0,30300.0,1064994.0,1022420055.0,MN01
41710748,"ANAGO SUSHI, ROYAL SIAM THAI",Manhattan,240,8 AVENUE,10011,2127411732,Thai,2/19/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,A,2/19/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.74481152,-73.99881989,104.0,3.0,9100.0,1014103.0,1007720003.0,MN13
41503575,YUMMY THAI,Manhattan,4959,BROADWAY,10034,9175290811,Thai,2/19/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2/19/2020,8/8/2021,Cycle Inspection / Re-inspection,40.86795437,-73.92031572,112.0,10.0,30300.0,1064994.0,1022420055.0,MN01
50093071,SAVORY THAI,Brooklyn,378,METROPOLITAN AVENUE,11211,3477213878,Thai,2/20/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,2/20/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.71406427,-73.95552655,301.0,34.0,51900.0,3062504.0,3023690013.0,BK73
